scientific_name	rank
Sphondylothamnion	genus
Spinachia	genus
Spiniferomonas	genus
Spio	genus
Spiochaetopterus	genus
Spiophanes	genus
Spirobranchus	genus
Spirogyra	genus
Spirontocaris	genus
Spirorbis	genus
Spirosperma	genus
Spirulina	genus
Spisula	genus
Spondylosium	genus
Spongilla	genus
Spongomorpha	genus
Spongonema	genus
Sporochnus	genus
Squalus	genus
Stagnicola	genus
Staurastrum	genus
Stauridium	genus
Staurodesmus	genus
Stegocephalus	genus
Stellarima	genus
Stempellina	genus
Stempellinella	genus
Stenopleustes	genus
Stenosemella	genus
Stenothoe	genus
Stephanodiscus	genus
Stephanopyxis	genus
Sthenelais	genus
Stichastrella	genus
Stichococcus	genus
Stichogloea	genus
Stictochironomus	genus
Stictyosiphon	genus
Stigeoclonium	genus
Stomphia	genus
Streblosoma	genus
Streblospio	genus
Streptosyllis	genus
Striaria	genus
Striatella	genus
Strobilidium	genus
Strombidinopsis	genus
Strombidium	genus
Strongylocentrotus	genus
Stryphnus	genus
Stuckenia	genus
Styela	genus
Stylaria	genus
Stylatula	genus
Stylodrilus	genus
Suberites	genus
Subularia	genus
Surirella	genus
Swiftia	genus
Sycon	genus
Syllides	genus
Syllidia	genus
Syllis	genus
Symphodus	genus
Synchaeta	genus
Synchelidium	genus
Synechococcus	genus
Synedra	genus
Syngnathus	genus
Synoicum	genus
Synura	genus
Tabellaria	genus
Tabularia	genus
Tanytarsus	genus
Taranis	genus
Taurulus	genus
Tectura	genus
Teleaulax	genus
Tellimya	genus
Telonema	genus
Temora	genus
Tenellia	genus
Terebellides	genus
Terebratulina	genus
Tergipes	genus
Testudinalia	genus
Tetradesmus	genus
Tetraëdriella	genus
Tetraëdron	genus
Tetraselmis	genus
Tetrastemma	genus
Tetrastrum	genus
Thalassionema	genus
Thalassiosira	genus
Thalassiothrix	genus
Tharyx	genus
Thelepus	genus
Themisto	genus
Theodoxus	genus
Thermocyclops	genus
Thorogobius	genus
Thracia	genus
Thyasira	genus
Thyone	genus
Thyonidium	genus
Thysanocardia	genus
Thysanoessa	genus
Tiarina	genus
Tiaropsis	genus
Tima	genus
Timoclea	genus
Tintinnidium	genus
Tintinnopsis	genus
Titanoderma	genus
Tjaernoeia	genus
Tolypella	genus
Tolypothrix	genus
Tomopteris	genus
Tonicella	genus
Tontonia	genus
Torodinium	genus
Trachelomonas	genus
Trachinus	genus
Trachurus	genus
Travisia	genus
Treubaria	genus
Trichobranchus	genus
Trichocerca	genus
Trichophorum	genus
Trieres	genus
Triglochin	genus
Trigonium	genus
Tripos	genus
Trisopterus	genus
Tritia	genus
Tritonia	genus
Trivia	genus
Trochochaeta	genus
Tropidomya	genus
Tryblionella	genus
Tryphosa	genus
Tryphosella	genus
Tryphosites	genus
Tubifex	genus
Tubificoides	genus
Tubulanus	genus
Tubularia	genus
Turritella	genus
Tychonema	genus
Typha	genus
Typhlomangelia	genus
Ulnaria	genus
Ulothrix	genus
Ulva	genus
Unciola	genus
Unio	genus
Upogebia	genus
Uroglenopsis	genus
Uronema	genus
Urosolenia	genus
Urospora	genus
Urothoe	genus
Urticina	genus
Utricularia	genus
Valvata	genus
Vannella	genus
Vaucheria	genus
Venerupis	genus
Verruca	genus
Verrucodesmus	genus
Vertebrata	genus
Vicicitus	genus
Virgularia	genus
Vitreolina	genus
Warnowia	genus
Westwoodilla	genus
Willea	genus
Woloszynskia	genus
Woronichinia	genus
Xanthidium	genus
Xantho	genus
Xenodice	genus
Xenoturbella	genus
Yoldiella	genus
Zalutschia	genus
Zannichellia	genus
Zeugopterus	genus
Zoarces	genus
Zostera	genus
Zygabikodinium	genus
Zygnema	genus
